speaker,condition,split,source_file,fragment_id,position_index,vad_region_index,start_sample,end_sample,start_time,end_time,duration,true_length,padded_length,padding_ratio,raw_file,tensor_file,total_fragments,relative_position
s2,noisy,test,s2_test_noisy.wav,1,1,0,5504,11008,0.344,0.688,0.344,5504,6336,0.13131313131313127,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s2_test_noisy\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s2_test_noisy\padded\fragment_001.npy,12,0.09090909090909091
s2,noisy,test,s2_test_noisy.wav,2,2,0,11008,13312,0.688,0.832,0.144,2304,6336,0.6363636363636364,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s2_test_noisy\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s2_test_noisy\padded\fragment_002.npy,12,0.18181818181818182
s2,noisy,test,s2_test_noisy.wav,3,3,0,13312,14976,0.832,0.936,0.104,1664,6336,0.7373737373737373,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s2_test_noisy\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s2_test_noisy\padded\fragment_003.npy,12,0.2727272727272727
s2,noisy,test,s2_test_noisy.wav,4,4,0,14976,19456,0.936,1.216,0.28,4480,6336,0.29292929292929293,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s2_test_noisy\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s2_test_noisy\padded\fragment_004.npy,12,0.36363636363636365
s2,noisy,test,s2_test_noisy.wav,5,5,0,19456,21888,1.216,1.368,0.152,2432,6336,0.6161616161616161,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s2_test_noisy\raw\fragment_005.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s2_test_noisy\padded\fragment_005.npy,12,0.45454545454545453
s2,noisy,test,s2_test_noisy.wav,6,6,0,21888,25088,1.368,1.568,0.2,3200,6336,0.4949494949494949,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s2_test_noisy\raw\fragment_006.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s2_test_noisy\padded\fragment_006.npy,12,0.5454545454545454
s2,noisy,test,s2_test_noisy.wav,7,7,0,25088,27904,1.568,1.744,0.176,2816,6336,0.5555555555555556,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s2_test_noisy\raw\fragment_007.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s2_test_noisy\padded\fragment_007.npy,12,0.6363636363636364
s2,noisy,test,s2_test_noisy.wav,8,8,0,27904,30592,1.744,1.912,0.168,2688,6336,0.5757575757575757,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s2_test_noisy\raw\fragment_008.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s2_test_noisy\padded\fragment_008.npy,12,0.7272727272727273
s2,noisy,test,s2_test_noisy.wav,9,9,0,30592,34688,1.912,2.168,0.256,4096,6336,0.3535353535353535,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s2_test_noisy\raw\fragment_009.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s2_test_noisy\padded\fragment_009.npy,12,0.8181818181818182
s2,noisy,test,s2_test_noisy.wav,10,10,0,34688,37248,2.168,2.328,0.16,2560,6336,0.595959595959596,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s2_test_noisy\raw\fragment_010.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s2_test_noisy\padded\fragment_010.npy,12,0.9090909090909091
s2,noisy,test,s2_test_noisy.wav,11,11,0,37248,41885,2.328,2.6178125,0.2898125,4637,6336,0.2681502525252525,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s2_test_noisy\raw\fragment_011.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s2_test_noisy\padded\fragment_011.npy,12,1.0
